anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,ramas_actividad_agricultura_pesca,ramas_actividad_minas_canteras,ramas_actividad_industrias_manufactureras,ramas_actividad_electricidad_gas,ramas_actividad_agua_saneamiento,ramas_actividad_construccion,ramas_actividad_comercio,ramas_actividad_transporte_almacenamiento,ramas_actividad_alojamiento_comidas,ramas_actividad_informacion_comunicacion,ramas_actividad_financieras_seguros,ramas_actividad_inmobiliarias,ramas_actividad_profesionales_cientificas,ramas_actividad_servicios_administrativos,ramas_actividad_administracion_publica,ramas_actividad_ensenanza,ramas_actividad_salud_asistencia,ramas_actividad_arte_entretenimiento,ramas_actividad_otros_servicios,ramas_actividad_hogares_empleadores,ramas_actividad_organizaciones_extraterritoriales,ramas_actividad_no_clasificado
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 30-34,604,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26970,2022_zamorachinchipe_yantzaza_mujeres_de3034,2026-07-09,20,19,9,0,2,5,118,14,59,3,19,2,22,24,56,62,90,3,16,36,0,25
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 35-39,498,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26971,2022_zamorachinchipe_yantzaza_mujeres_de3539,2026-07-09,28,14,18,0,0,3,101,9,58,2,13,1,18,19,52,46,39,1,10,36,0,30
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 40-44,374,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26972,2022_zamorachinchipe_yantzaza_mujeres_de4044,2026-07-09,33,4,22,0,0,3,76,1,54,1,3,0,5,12,20,36,32,1,13,34,0,24
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 15-19,194,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26983,2022_zamorachinchipe_elpangui_totalelpangui_de1519,2026-07-09,40,15,15,0,0,32,29,3,26,1,0,0,2,3,3,1,3,3,0,6,0,12
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 20-24,551,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26984,2022_zamorachinchipe_elpangui_totalelpangui_de2024,2026-07-09,69,53,25,1,1,81,104,29,48,5,5,1,4,23,27,4,14,3,11,18,0,25
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 25-29,674,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26985,2022_zamorachinchipe_elpangui_totalelpangui_de2529,2026-07-09,76,65,33,0,1,83,106,46,52,3,6,2,10,20,60,19,44,4,15,12,1,16
2022,Zamora Chinchipe,Total Zamora Chinchipe,Mujeres,De 30-34,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26732,2022_zamorachinchipe_totalzamorachinchipe_mujeres_de3034,2026-07-09,389,109,59,61,2,4,14,392,40,231,30,69,4,73,84,385,216,256,9,69,124,0
2022,Zamora Chinchipe,Total Zamora Chinchipe,Mujeres,De 35-39,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26733,2022_zamorachinchipe_totalzamorachinchipe_mujeres_de3539,2026-07-09,139,114,50,64,1,4,16,345,26,232,25,45,1,74,62,351,249,157,7,52,114,0
2022,Zamora Chinchipe,Total Zamora Chinchipe,Mujeres,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26734,2022_zamorachinchipe_totalzamorachinchipe_mujeres_de4044,2026-07-09,658,117,19,60,1,3,8,303,9,223,5,18,5,32,46,228,185,120,8,38,95,1
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 45-49,287,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26973,2022_zamorachinchipe_yantzaza_mujeres_de4549,2026-07-09,32,2,13,0,1,0,60,2,49,1,0,0,3,10,32,26,9,0,7,17,0,23
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 50-54,255,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26974,2022_zamorachinchipe_yantzaza_mujeres_de5054,2026-07-09,24,3,8,0,0,0,81,0,23,0,0,0,1,4,19,30,10,1,5,19,0,27
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 55-59,193,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26975,2022_zamorachinchipe_yantzaza_mujeres_de5559,2026-07-09,16,0,6,0,0,0,36,0,21,0,1,0,5,2,22,32,11,1,3,12,0,25
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 30-34,639,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26986,2022_zamorachinchipe_elpangui_totalelpangui_de3034,2026-07-09,65,69,19,1,2,81,88,58,38,5,10,3,19,18,70,35,18,4,7,16,1,12
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 35-39,580,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26987,2022_zamorachinchipe_elpangui_totalelpangui_de3539,2026-07-09,67,57,26,1,3,56,74,48,45,2,4,1,12,18,68,35,14,1,6,15,0,27
2022,Zamora Chinchipe,Palanda,Total Palanda,De 40-44,252,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27084,2022_zamorachinchipe_palanda_totalpalanda_de4044,2026-07-09,97,5,6,0,1,8,30,7,10,0,0,0,3,1,35,13,5,1,3,2,0,25
2022,Zamora Chinchipe,Total Zamora Chinchipe,Mujeres,De 45-49,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26735,2022_zamorachinchipe_totalzamorachinchipe_mujeres_de4549,2026-07-09,386,107,28,54,0,2,2,247,13,181,10,8,1,18,36,169,141,86,5,27,79,0
2022,Zamora Chinchipe,Zamora,Total Zamora,De 75-79,78,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26757,2022_zamorachinchipe_zamora_totalzamora_de7579,2026-07-09,23,2,0,0,0,0,19,4,4,1,0,0,0,0,0,0,1,0,2,0,0,22
2022,Zamora Chinchipe,Zamora,Total Zamora,De 80-84,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26758,2022_zamorachinchipe_zamora_totalzamora_de8084,2026-07-09,15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 60-64,118,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26976,2022_zamorachinchipe_yantzaza_mujeres_de6064,2026-07-09,19,0,7,0,0,0,24,0,9,1,0,0,1,1,4,17,2,0,1,6,0,26
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 65-69,63,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26977,2022_zamorachinchipe_yantzaza_mujeres_de6569,2026-07-09,5,0,0,0,0,0,13,0,5,0,0,0,1,0,0,3,0,0,2,2,0,32
2022,Zamora Chinchipe,Palanda,Total Palanda,De 45-49,225,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27085,2022_zamorachinchipe_palanda_totalpalanda_de4549,2026-07-09,83,3,10,1,1,6,20,9,4,0,0,0,5,3,31,16,2,1,0,1,0,29
2022,Zamora Chinchipe,Zamora,Total Zamora,85 o mï¿½s,16,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26759,2022_zamorachinchipe_zamora_totalzamora_85oms,2026-07-09,1,0,1,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,7
2022,Zamora Chinchipe,Zamora,Hombres,Total Hombres,6,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26760,2022_zamorachinchipe_zamora_hombres_totalhombres,2026-07-09,911,793,824,330,40,33,788,636,511,195,198,61,17,207,183,1,309,254,157,46,92,16
2022,Zamora Chinchipe,Zamora,Hombres,De 15-19,304,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26761,2022_zamorachinchipe_zamora_hombres_de1519,2026-07-09,35,49,26,0,2,42,32,11,15,15,0,0,2,5,52,1,0,0,2,1,0,14
2022,Zamora Chinchipe,Yacuambi,Hombres,De 20-24,129,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26905,2022_zamorachinchipe_yacuambi_hombres_de2024,2026-07-09,19,42,4,0,0,26,9,7,3,1,0,0,1,1,3,1,0,0,1,0,0,11
2022,Zamora Chinchipe,Yacuambi,Hombres,De 25-29,118,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26906,2022_zamorachinchipe_yacuambi_hombres_de2529,2026-07-09,24,24,10,0,0,19,6,6,0,6,1,0,1,1,11,1,1,0,0,0,0,7
2022,Zamora Chinchipe,Zamora,Hombres,De 20-24,756,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26762,2022_zamorachinchipe_zamora_hombres_de2024,2026-07-09,61,145,40,3,0,109,62,46,40,39,8,4,8,34,103,7,6,6,13,1,0,21
2022,Zamora Chinchipe,Palanda,Total Palanda,De 50-54,220,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27086,2022_zamorachinchipe_palanda_totalpalanda_de5054,2026-07-09,84,1,9,0,0,3,16,8,7,0,0,0,2,1,24,13,1,0,0,0,0,51
2022,Zamora Chinchipe,Yacuambi,Hombres,De 30-34,118,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26907,2022_zamorachinchipe_yacuambi_hombres_de3034,2026-07-09,18,23,10,0,0,21,6,11,0,1,0,0,1,2,13,5,0,0,2,0,0,5
2022,Zamora Chinchipe,Yacuambi,Hombres,De 35-39,116,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26908,2022_zamorachinchipe_yacuambi_hombres_de3539,2026-07-09,14,13,8,2,1,23,6,9,1,1,2,0,0,1,21,4,1,0,0,0,0,9
2022,Zamora Chinchipe,Yacuambi,Hombres,De 40-44,95,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26909,2022_zamorachinchipe_yacuambi_hombres_de4044,2026-07-09,19,4,7,3,1,14,6,3,0,0,0,0,1,1,18,13,0,0,1,0,0,4
2022,Zamora Chinchipe,Palanda,Total Palanda,De 55-59,183,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27087,2022_zamorachinchipe_palanda_totalpalanda_de5559,2026-07-09,59,1,7,0,1,3,14,1,4,2,0,0,1,0,23,12,0,0,1,1,0,53
2022,Zamora Chinchipe,Palanda,Total Palanda,De 60-64,158,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27088,2022_zamorachinchipe_palanda_totalpalanda_de6064,2026-07-09,48,2,5,0,1,1,8,3,4,0,0,0,0,0,12,1,0,0,1,0,0,72
2022,Zamora Chinchipe,Palanda,Total Palanda,De 65-69,82,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27089,2022_zamorachinchipe_palanda_totalpalanda_de6569,2026-07-09,25,0,4,0,0,2,2,1,1,0,0,0,0,0,2,3,0,0,0,0,0,42
2022,Zamora Chinchipe,Yacuambi,Hombres,De 45-49,75,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26910,2022_zamorachinchipe_yacuambi_hombres_de4549,2026-07-09,11,3,9,0,1,11,2,4,0,0,0,1,3,1,14,5,0,1,1,0,0,8
2022,Zamora Chinchipe,Zamora,Mujeres,De 20-24,440,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26778,2022_zamorachinchipe_zamora_mujeres_de2024,2026-07-09,14,9,14,0,0,0,77,10,76,28,3,2,12,12,50,15,30,5,18,46,0,19
2022,Zamora Chinchipe,Zamora,Mujeres,De 25-29,697,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26779,2022_zamorachinchipe_zamora_mujeres_de2529,2026-07-09,7,12,24,1,0,5,129,12,94,41,19,1,22,19,94,33,84,3,21,45,0,31
2022,Zamora Chinchipe,Zamora,Hombres,De 25-29,917,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26763,2022_zamorachinchipe_zamora_hombres_de2529,2026-07-09,51,150,31,8,2,106,90,79,33,57,9,0,24,38,167,15,17,11,13,3,0,13
2022,Zamora Chinchipe,Palanda,Total Palanda,De 70-74,48,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27090,2022_zamorachinchipe_palanda_totalpalanda_de7074,2026-07-09,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30
2022,Zamora Chinchipe,Yacuambi,Total Yacuambi,De 60-64,62,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26897,2022_zamorachinchipe_yacuambi_totalyacuambi_de6064,2026-07-09,14,1,4,1,0,0,7,2,1,0,0,0,1,0,5,6,0,0,1,1,0,18
2022,Zamora Chinchipe,Yacuambi,Total Yacuambi,De 65-69,36,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26898,2022_zamorachinchipe_yacuambi_totalyacuambi_de6569,2026-07-09,5,0,7,0,0,1,3,1,2,0,0,0,0,0,2,1,0,0,0,0,0,14
2022,Zamora Chinchipe,Zamora,Mujeres,De 30-34,796,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26780,2022_zamorachinchipe_zamora_mujeres_de3034,2026-07-09,17,12,27,1,1,4,123,9,71,21,30,1,23,22,148,61,96,0,36,34,0,59
2022,Zamora Chinchipe,Zamora,Mujeres,De 35-39,730,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26781,2022_zamorachinchipe_zamora_mujeres_de3539,2026-07-09,15,11,16,0,3,6,107,12,78,16,21,0,35,23,147,74,70,3,23,36,0,34
2022,Zamora Chinchipe,Zamora,Mujeres,De 40-44,603,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26782,2022_zamorachinchipe_zamora_mujeres_de4044,2026-07-09,13,7,22,1,1,2,95,3,70,3,10,4,15,20,120,86,59,5,12,28,1,26
2022,Zamora Chinchipe,Nangaritza,Hombres,De 40-44,97,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26862,2022_zamorachinchipe_nangaritza_hombres_de4044,2026-07-09,11,15,4,1,0,13,8,10,1,1,1,0,0,2,17,3,2,0,0,0,0,8
2022,Zamora Chinchipe,Nangaritza,Hombres,De 45-49,78,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26863,2022_zamorachinchipe_nangaritza_hombres_de4549,2026-07-09,10,5,3,0,1,11,13,7,0,0,0,0,0,0,23,1,0,0,0,0,0,4
2022,Zamora Chinchipe,Nangaritza,Hombres,De 50-54,85,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26864,2022_zamorachinchipe_nangaritza_hombres_de5054,2026-07-09,14,2,3,0,2,7,4,6,3,0,0,0,0,1,22,7,0,1,0,0,0,13
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 70-74,54,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26978,2022_zamorachinchipe_yantzaza_mujeres_de7074,2026-07-09,5,0,0,0,0,0,9,0,4,0,0,1,0,1,0,0,0,0,1,1,0,32
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 75-79,14,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26979,2022_zamorachinchipe_yantzaza_mujeres_de7579,2026-07-09,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2022,Zamora Chinchipe,Yacuambi,Total Yacuambi,De 70-74,26,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26899,2022_zamorachinchipe_yacuambi_totalyacuambi_de7074,2026-07-09,5,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14
2022,Zamora Chinchipe,Yacuambi,Total Yacuambi,De 75-79,14,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26900,2022_zamorachinchipe_yacuambi_totalyacuambi_de7579,2026-07-09,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2022,Zamora Chinchipe,Yacuambi,Total Yacuambi,De 80-84,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26901,2022_zamorachinchipe_yacuambi_totalyacuambi_de8084,2026-07-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,Zamora Chinchipe,Zamora,Mujeres,De 45-49,478,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26783,2022_zamorachinchipe_zamora_mujeres_de4549,2026-07-09,15,8,14,0,0,2,85,6,53,9,5,1,9,16,76,51,45,1,8,35,0,39
2022,Zamora Chinchipe,Zamora,Mujeres,De 50-54,391,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26784,2022_zamorachinchipe_zamora_mujeres_de5054,2026-07-09,24,7,16,1,0,0,66,4,51,5,4,2,7,5,55,58,27,3,7,13,0,36
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 75-79,30,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26995,2022_zamorachinchipe_elpangui_totalelpangui_de7579,2026-07-09,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12
2022,Zamora Chinchipe,Nangaritza,Hombres,De 55-59,67,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26865,2022_zamorachinchipe_nangaritza_hombres_de5559,2026-07-09,10,4,2,0,1,4,4,2,0,0,0,0,2,1,19,3,0,0,0,0,0,15
2022,Zamora Chinchipe,Nangaritza,Hombres,De 60-64,43,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26866,2022_zamorachinchipe_nangaritza_hombres_de6064,2026-07-09,7,1,2,0,0,2,3,2,0,0,0,0,0,1,12,2,0,1,0,0,0,10
2022,Zamora Chinchipe,Nangaritza,Hombres,De 65-69,17,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26867,2022_zamorachinchipe_nangaritza_hombres_de6569,2026-07-09,5,1,0,0,0,0,2,1,0,0,0,0,1,0,3,0,1,1,0,0,0,2
2022,Zamora Chinchipe,Yantzaza,Mujeres,De 80-84,11,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26980,2022_zamorachinchipe_yantzaza_mujeres_de8084,2026-07-09,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2022,Zamora Chinchipe,Centinela del Cï¿½ndor,Mujeres,85 o mï¿½s,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27077,2022_zamorachinchipe_centineladelcndor_mujeres_85oms,2026-07-09,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,Zamora Chinchipe,Palanda,Total Palanda,Total Palanda,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,27078,2022_zamorachinchipe_palanda_totalpalanda_totalpalanda,2026-07-09,795,955,111,98,5,12,106,241,79,83,6,18,1,45,34,344,128,47,6,25,27,0
2022,Zamora Chinchipe,Yacuambi,Total Yacuambi,85 o mï¿½s,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26902,2022_zamorachinchipe_yacuambi_totalyacuambi_85oms,2026-07-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Zamora Chinchipe,Yacuambi,Hombres,Total Hombres,961,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26903,2022_zamorachinchipe_yacuambi_hombres_totalhombres,2026-07-09,164,143,79,6,4,131,53,48,8,17,3,1,7,8,117,52,4,2,6,0,0,108
2022,Zamora Chinchipe,Zamora,Hombres,De 65-69,180,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26771,2022_zamorachinchipe_zamora_hombres_de6569,2026-07-09,67,11,8,0,0,10,21,15,3,0,0,0,6,4,11,4,1,0,4,1,0,14
2022,Zamora Chinchipe,El Pangui,Total El Pangui,De 80-84,9,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26996,2022_zamorachinchipe_elpangui_totalelpangui_de8084,2026-07-09,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Zamora Chinchipe,El Pangui,Total El Pangui,85 o mï¿½s,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26997,2022_zamorachinchipe_elpangui_totalelpangui_85oms,2026-07-09,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2022,Zamora Chinchipe,El Pangui,Hombres,Total Hombres,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,26998,2022_zamorachinchipe_elpangui_hombres_totalhombres,2026-07-09,606,528,328,131,2,13,433,262,274,67,11,11,7,32,51,212,68,31,14,31,4,1
2022,Napo,Carlos Julio Arosemena Tola,Mujeres,De 65-69,19,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25603,2022_napo_carlosjulioarosemenatola_mujeres_de6569,2026-07-09,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,7
2022,Napo,Carlos Julio Arosemena Tola,Mujeres,De 70-74,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25604,2022_napo_carlosjulioarosemenatola_mujeres_de7074,2026-07-09,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
2022,Napo,Carlos Julio Arosemena Tola,Mujeres,De 75-79,7,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25605,2022_napo_carlosjulioarosemenatola_mujeres_de7579,2026-07-09,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2022,Pastaza,Pastaza,Mujeres,De 80-84,25,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25687,2022_pastaza_pastaza_mujeres_de8084,2026-07-09,5,0,1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9
2022,Pastaza,Pastaza,Mujeres,85 o mï¿½s,11,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25688,2022_pastaza_pastaza_mujeres_85oms,2026-07-09,3,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,Pastaza,Mera,Total Mera,Total Mera,5,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25689,2022_pastaza_mera_totalmera_totalmera,2026-07-09,45,523,34,321,11,17,426,719,231,418,37,33,14,98,164,935,292,212,34,166,158,1
2022,Napo,Archidona,Total Archidona,De 65-69,174,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25427,2022_napo_archidona_totalarchidona_de6569,2026-07-09,41,0,10,0,0,3,34,7,6,1,0,1,4,2,7,1,3,0,0,2,0,52
2022,Napo,Archidona,Total Archidona,De 70-74,74,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25428,2022_napo_archidona_totalarchidona_de7074,2026-07-09,7,1,1,0,0,0,12,1,5,0,0,0,1,1,0,0,1,0,3,0,0,41
2022,Napo,Quijos,Total Quijos,De 15-19,83,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25513,2022_napo_quijos_totalquijos_de1519,2026-07-09,12,0,3,0,1,6,20,0,19,0,0,0,2,3,1,1,1,3,1,3,0,7
2022,Napo,Carlos Julio Arosemena Tola,Hombres,De 25-29,130,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25579,2022_napo_carlosjulioarosemenatola_hombres_de2529,2026-07-09,39,15,10,0,0,17,11,9,1,1,1,1,4,3,13,3,0,0,0,0,0,2
2022,Napo,Carlos Julio Arosemena Tola,Hombres,De 30-34,115,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25580,2022_napo_carlosjulioarosemenatola_hombres_de3034,2026-07-09,25,6,9,0,1,17,12,6,3,1,0,0,2,0,21,6,1,0,2,1,0,2
2022,Napo,Carlos Julio Arosemena Tola,Hombres,De 35-39,115,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,25581,2022_napo_carlosjulioarosemenatola_hombres_de3539,2026-07-09,29,9,3,0,0,13,14,6,1,1,1,0,0,1,25,4,3,0,0,0,1,4
