anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes,bach_3_masculino,bach_3_femenino,provincia_normalizada,canton_normalizado,bachilleres_3ro
2023-2024 INICIO,18H00866,UNIDAD EDUCATIVA PCEI EL COSMOPOLITA,TUNGURAHUA,18,AMBATO,1801,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,135,29,11,TUNGURAHUA,AMBATO,40
2023-2024 INICIO,16H00412,UNIDAD EDUCATIVA PCEI HARVARD,PASTAZA,16,PASTAZA,1601,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,153,31,16,PASTAZA,PASTAZA,47
2023-2024 INICIO,06H01703,UNIDAD EDUCATIVA PCEI JOSE MARIA VELAZ,CHIMBORAZO,6,RIOBAMBA,601,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,139,17,12,CHIMBORAZO,RIOBAMBA,29
2023-2024 INICIO,06H00361,UNIDAD EDUCATIVA PCEI JOSE MARIA VELAZ - LICTO,CHIMBORAZO,6,RIOBAMBA,601,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,36,2,2,CHIMBORAZO,RIOBAMBA,4
2023-2024 INICIO,18H00127,UNIDAD EDUCATIVA PCEI JUAN DELFIN FONSECA,TUNGURAHUA,18,AMBATO,1801,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,126,49,19,TUNGURAHUA,AMBATO,68
2023-2024 INICIO,16H00048,UNIDAD EDUCATIVA PCEI LATINOAMERICA,PASTAZA,16,PASTAZA,1601,BACHILLERATO Y OFERTAS INTENSIVAS,PARTICULAR,190,45,43,PASTAZA,PASTAZA,88
2023-2024 INICIO,18H00130,UNIDAD EDUCATIVA PCEI MIGUEL DE CERVANTES,TUNGURAHUA,18,AMBATO,1801,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,267,59,21,TUNGURAHUA,AMBATO,80
2023-2024 INICIO,02H00653,UNIDAD EDUCATIVA PCEI MONSEÑOR LEONIDAS PROAÑO - CALUMA,BOLIVAR,2,CALUMA,206,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,51,2,7,BOLIVAR,CALUMA,9
2023-2024 INICIO,06H01931,UNIDAD EDUCATIVA PCEI NUEVO AMANECER,CHIMBORAZO,6,RIOBAMBA,601,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,12,0,1,CHIMBORAZO,RIOBAMBA,1
2023-2024 INICIO,18H00998,UNIDAD EDUCATIVA PCEI PCEI AMAZONAS,TUNGURAHUA,18,AMBATO,1801,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,41,10,8,TUNGURAHUA,AMBATO,18
2023-2024 INICIO,17H00866,UNIDAD EDUCATIVA PCEI PRIMERO DE MAYO,PICHINCHA,17,QUITO,1701,BACHILLERATO Y OFERTAS INTENSIVAS,PARTICULAR,57,4,11,PICHINCHA,QUITO,15
2023-2024 INICIO,24H00362,UNIDAD EDUCATIVA PCEI PROF. ERNESTO GONZALEZ MUÑOZ,SANTA ELENA,24,LA LIBERTAD,2402,BACHILLERATO,PARTICULAR,166,95,58,SANTA ELENA,LA LIBERTAD,153
2023-2024 INICIO,09H05539,UNIDAD EDUCATIVA PCEI SIMON BOLIVAR,GUAYAS,9,EL TRIUNFO,909,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,70,33,21,GUAYAS,EL TRIUNFO,54
2023-2024 INICIO,18H00126,UNIDAD EDUCATIVA PCEI STEPHEN HAWKING,TUNGURAHUA,18,AMBATO,1801,BACHILLERATO Y OFERTAS INTENSIVAS,PARTICULAR,295,57,37,TUNGURAHUA,AMBATO,94
2023-2024 INICIO,17H04113,ECO. JOSE MONCADA SANCHEZ,PICHINCHA,17,RUMIÑAHUI,1705,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,19,2,9,PICHINCHA,RUMINAHUI,11
2023-2024 INICIO,17H04112,ECO. JOSÉ MONCADA SÁNCHEZ,PICHINCHA,17,RUMIÑAHUI,1705,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,19,4,4,PICHINCHA,RUMINAHUI,8
2023-2024 INICIO,17H03305,UNIDAD EDUCATIVA PARTICULAR IBEROAMERICANO,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,111,18,10,PICHINCHA,QUITO,28
2023-2024 INICIO,17H03286,UNIDAD EDUCATIVA PCEI PARTICULAR IBEROAMERICANO,PICHINCHA,17,QUITO,1701,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",PARTICULAR,132,14,15,PICHINCHA,QUITO,29
2023-2024 INICIO,17H04429,UNIDAD EDUCATIVA PARTICULAR EDUKASA LEARNING TOGETHER,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,32,0,1,PICHINCHA,QUITO,1
2023-2024 INICIO,17H04467,UNIDAD EDUCATIVA PARTICULAR GENERACIÓN ALFA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,22,0,1,PICHINCHA,QUITO,1
2023-2024 INICIO,17H04406,UNIDAD EDUCATIVA PARTICULAR MARVIN MINSKY,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,11,0,2,PICHINCHA,QUITO,2
2023-2024 INICIO,22H00067,UNIDAD EDUCATIVA PARTICULAR PCEI RAFAEL GALETH,ORELLANA,22,ORELLANA,2201,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,1300,161,135,ORELLANA,ORELLANA,296
2023-2024 INICIO,17H00793,10 DE AGOSTO,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,962,26,30,PICHINCHA,QUITO,56
2023-2024 INICIO,17H01251,11 DE MARZO,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,361,28,44,PICHINCHA,QUITO,72
2023-2024 INICIO,17H00178,11 DE OCTUBRE,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,400,13,8,PICHINCHA,QUITO,21
2023-2024 INICIO,22H00291,12 DE FEBRERO,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1827,186,115,ORELLANA,LA JOYA DE LOS SACHAS,301
2023-2024 INICIO,18H00619,12 DE NOVIEMBRE,TUNGURAHUA,18,SANTIAGO DE PILLARO,1808,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,633,46,31,TUNGURAHUA,SANTIAGO DE PILLARO,77
2023-2024 INICIO,17H01035,15 DE DICIEMBRE,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1357,107,95,PICHINCHA,QUITO,202
2023-2024 INICIO,13H00297,18 DE OCTUBRE,MANABI,13,PORTOVIEJO,1301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,356,44,28,MANABI,PORTOVIEJO,72
2023-2024 INICIO,17H01514,2 DE AGOSTO,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2221,83,68,PICHINCHA,MEJIA,151
2023-2024 INICIO,17H02107,24 DE JULIO,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,750,28,25,PICHINCHA,QUITO,53
2023-2024 INICIO,17H00316,24 DE MAYO,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,4422,229,354,PICHINCHA,QUITO,583
2023-2024 INICIO,22H00327,24 DE OCTUBRE,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,647,25,15,ORELLANA,LA JOYA DE LOS SACHAS,40
2023-2024 INICIO,13H00594,25 DE MAYO,MANABI,13,PORTOVIEJO,1301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,630,73,49,MANABI,PORTOVIEJO,122
2023-2024 INICIO,13H02983,27 DE OCTUBRE,MANABI,13,PAJAN,1310,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,805,51,54,MANABI,PAJAN,105
2023-2024 INICIO,12H01018,28 DE MAYO,LOS RIOS,12,URDANETA,1206,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,729,21,15,LOS RIOS,URDANETA,36
2023-2024 INICIO,17B00213,29 DE OCTUBRE,PICHINCHA,17,CAYAMBE,1702,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,394,16,20,PICHINCHA,CAYAMBE,36
2023-2024 INICIO,22H00305,30 DE ABRIL,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,551,56,25,ORELLANA,LA JOYA DE LOS SACHAS,81
2023-2024 INICIO,17H01571,ABDON CALDERON,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1903,104,143,PICHINCHA,QUITO,247
2023-2024 INICIO,13H01860,ABDON CALDERON MUÑOZ,MANABI,13,JIPIJAPA,1306,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,60,5,3,MANABI,JIPIJAPA,8
2023-2024 INICIO,13H05420,ABELARDO MONCAYO,MANABI,13,PAJAN,1310,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,82,1,2,MANABI,PAJAN,3
2023-2024 INICIO,10H00352,ABELARDO MORAN MUÑOZ,IMBABURA,10,COTACACHI,1003,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,72,3,3,IMBABURA,COTACACHI,6
2023-2024 INICIO,21H00693,ABOGADO JUAN BENIGNO VELA HERVAS,SUCUMBIOS,21,CASCALES,2106,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,607,21,25,SUCUMBIOS,CASCALES,46
2023-2024 INICIO,17H03604,ACADEMIA AERONAUTICA MAYOR PEDRO TRAVERSARI N 2,PICHINCHA,17,RUMIÑAHUI,1705,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,1224,35,25,PICHINCHA,RUMINAHUI,60
2023-2024 INICIO,10H00017,ACADEMIA MILITAR SAN DIEGO,IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,689,51,23,IMBABURA,IBARRA,74
2023-2024 INICIO,22H00260,AGOYAN,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1319,21,23,ORELLANA,LA JOYA DE LOS SACHAS,44
2023-2024 INICIO,17H01448,ALANGASI,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1388,131,98,PICHINCHA,QUITO,229
2023-2024 INICIO,13H03195,ALBERTINA RIVAS MEDINA,MANABI,13,SANTA ANA,1313,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1663,130,133,MANABI,SANTA ANA,263
2023-2024 INICIO,17H03316,ALBERTO EINSTEIN,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,351,13,20,PICHINCHA,QUITO,33
2023-2024 INICIO,17H02788,ALEXANDER HAMILTON,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,204,4,4,PICHINCHA,QUITO,8
2023-2024 INICIO,17H00055,ALEXANDER WANDEMBERG INTERNATIONAL,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,17,1,0,PICHINCHA,QUITO,1
2023-2024 INICIO,17H00186,ALFONSO DEL HIERRO LA SALLE,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,796,46,39,PICHINCHA,QUITO,85
2023-2024 INICIO,17H00018,ALFONSO LASO BERMEO,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,621,43,55,PICHINCHA,QUITO,98
2023-2024 INICIO,17H01639,ALFREDO CISNEROS,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,2135,66,54,PICHINCHA,QUITO,120
2023-2024 INICIO,17H02275,ALOAG,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1588,80,49,PICHINCHA,MEJIA,129
2023-2024 INICIO,17H02280,ALOASI,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1844,125,106,PICHINCHA,MEJIA,231
2023-2024 INICIO,22B00075,AMAWTA SAMAY,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,380,3,8,ORELLANA,ORELLANA,11
2023-2024 INICIO,17H00931,AMAZONAS,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,2463,224,200,PICHINCHA,QUITO,424
2023-2024 INICIO,21H00377,AMAZONAS,SUCUMBIOS,21,GONZALO PIZARRO,2102,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,800,24,34,SUCUMBIOS,GONZALO PIZARRO,58
2023-2024 INICIO,22H00150,AMAZONAS,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2655,107,108,ORELLANA,ORELLANA,215
2023-2024 INICIO,17H02947,AMERICAN BASIC,PICHINCHA,17,RUMIÑAHUI,1705,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,217,4,6,PICHINCHA,RUMINAHUI,10
2023-2024 INICIO,13H05394,ANCHUNDIA ANDRADE GÉNESIS,MANABI,13,PORTOVIEJO,1301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,406,16,25,MANABI,PORTOVIEJO,41
2023-2024 INICIO,16H00028,ANDOAS,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1145,17,51,PASTAZA,PASTAZA,68
2023-2024 INICIO,13H00131,ANDRES DE VERA,MANABI,13,PORTOVIEJO,1301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1233,65,47,MANABI,PORTOVIEJO,112
2023-2024 INICIO,17H00559,ANDRES F CORDOVA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1180,119,96,PICHINCHA,QUITO,215
2023-2024 INICIO,06B00185,ANGEL ERMINIO SILVA OLIVO,CHIMBORAZO,6,ALAUSI,602,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,224,8,6,CHIMBORAZO,ALAUSI,14
2023-2024 INICIO,17H00553,ANGEL MODESTO PAREDES,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,650,29,34,PICHINCHA,QUITO,63
2023-2024 INICIO,17H01944,ANTISANA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,233,19,24,PICHINCHA,QUITO,43
2023-2024 INICIO,18H00593,ANTONIO CARRILLO MOSCOSO,TUNGURAHUA,18,SANTIAGO DE PILLARO,1808,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,646,39,13,TUNGURAHUA,SANTIAGO DE PILLARO,52
2023-2024 INICIO,17H01570,ANTONIO FLORES,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,658,22,28,PICHINCHA,QUITO,50
2023-2024 INICIO,13H05380,ANTONIO JOSÉ DE SUCRE CEDEÑO CORTEZ,MANABI,13,24 DE MAYO,1316,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,376,15,10,MANABI,24 DE MAYO,25
2023-2024 INICIO,13H00157,ANTONIO MENENDEZ DEL BARCO,MANABI,13,PORTOVIEJO,1301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,413,8,13,MANABI,PORTOVIEJO,21
2023-2024 INICIO,17H00444,ANTONIO NARIÑO,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1987,42,56,PICHINCHA,QUITO,98
2023-2024 INICIO,13H05426,APOLINARIO CHÓEZ GONZÁLEZ,MANABI,13,PAJAN,1310,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,133,2,6,MANABI,PAJAN,8
2023-2024 INICIO,17B00156,AQUILES PEREZ TAMAYO,PICHINCHA,17,CAYAMBE,1702,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,321,9,8,PICHINCHA,CAYAMBE,17
2023-2024 INICIO,13H00301,ARCO IRIS,MANABI,13,PORTOVIEJO,1301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,578,24,24,MANABI,PORTOVIEJO,48
2023-2024 INICIO,13H03640,ARELIZA LEONOR VERA GONGORA,MANABI,13,TOSAGUA,1315,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,221,6,5,MANABI,TOSAGUA,11
2023-2024 INICIO,17B00176,ARTURO BORJA,PICHINCHA,17,CAYAMBE,1702,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,187,8,8,PICHINCHA,CAYAMBE,16
2023-2024 INICIO,13H05425,ARTURO MENDOZA,MANABI,13,PICHINCHA,1311,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,112,6,2,MANABI,PICHINCHA,8
2023-2024 INICIO,17H02208,ASCÁZUBI,PICHINCHA,17,CAYAMBE,1702,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1246,95,94,PICHINCHA,CAYAMBE,189
2023-2024 INICIO,17H01619,ATAHUALPA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,337,9,13,PICHINCHA,QUITO,22
2023-2024 INICIO,17H00127,ATANASIO VITERI,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,976,31,33,PICHINCHA,QUITO,64
2023-2024 INICIO,08H01410,AURELIA BECERRA DE QUIÑONEZ,ESMERALDAS,8,RIOVERDE,807,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,962,13,20,ESMERALDAS,RIOVERDE,33
2023-2024 INICIO,13H04551,AUTONOMO DE MANABI,MANABI,13,PEDERNALES,1317,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1742,74,57,MANABI,PEDERNALES,131
2023-2024 INICIO,22B00147,AVILA,ORELLANA,22,LORETO,2204,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,434,9,7,ORELLANA,LORETO,16
2023-2024 INICIO,13H03641,BACHILLERO,MANABI,13,TOSAGUA,1315,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,266,25,14,MANABI,TOSAGUA,39
2023-2024 INICIO,13H03407,BAHIA DE CARAQUEZ,MANABI,13,SUCRE,1314,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,166,32,40,MANABI,SUCRE,72
2023-2024 INICIO,13H05369,BELISARIO QUEVEDO,MANABI,13,JIPIJAPA,1306,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,189,4,11,MANABI,JIPIJAPA,15
2023-2024 INICIO,17H00570,BENITO JUAREZ,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,2934,222,272,PICHINCHA,QUITO,494
2023-2024 INICIO,12H01377,BEST,LOS RIOS,12,VINCES,1208,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,125,13,8,LOS RIOS,VINCES,21
2023-2024 INICIO,13H03075,BRAULIO HIDALGO LOOR,MANABI,13,PICHINCHA,1311,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,166,1,1,MANABI,PICHINCHA,2
2023-2024 INICIO,17H01611,BRETHREN,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1906,67,69,PICHINCHA,QUITO,136
2023-2024 INICIO,17H03049,BRIGHAM YOUNG SCHOOL,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,216,10,4,PICHINCHA,QUITO,14
2023-2024 INICIO,17H02256,BRITANICO LOS ANDES,PICHINCHA,17,MEJIA,1703,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,512,23,18,PICHINCHA,MEJIA,41
2023-2024 INICIO,17H00362,BUENA VENTURA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,254,25,23,PICHINCHA,QUITO,48
2023-2024 INICIO,17H01521,CALACALI,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,355,36,40,PICHINCHA,QUITO,76
2023-2024 INICIO,17H01658,CALDERON,PICHINCHA,17,QUITO,1701,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",MUNICIPAL,2068,77,88,PICHINCHA,QUITO,165
2023-2024 INICIO,17H01566,CALDERON 2,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1845,76,68,PICHINCHA,QUITO,144
2023-2024 INICIO,03H00242,CAMILO GALLEGOS DOMINGUEZ,CAÑAR,3,BIBLIAN,302,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,419,27,30,CANAR,BIBLIAN,57
2023-2024 INICIO,16H00159,CAMILO GALLEGOS DOMINGUEZ,PASTAZA,16,MERA,1602,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1776,26,37,PASTAZA,MERA,63
2023-2024 INICIO,17H01055,CAMINO DEL INCA,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,926,20,20,PICHINCHA,QUITO,40
2023-2024 INICIO,06B00118,CANTÓN ALAUSI,CHIMBORAZO,6,ALAUSI,602,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,73,5,3,CHIMBORAZO,ALAUSI,8
2023-2024 INICIO,13H03868,CAÑAVERAL DEL NARANJO,MANABI,13,PEDERNALES,1317,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,478,21,16,MANABI,PEDERNALES,37
2023-2024 INICIO,17H01241,CAPITAN ALFONSO ARROYO AGUIRRE,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1461,35,24,PICHINCHA,QUITO,59
2023-2024 INICIO,22B00178,CAPITAN PABLO VILLARRUEL FUENTES,ORELLANA,22,LORETO,2204,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,113,5,1,ORELLANA,LORETO,6
2023-2024 INICIO,17H01776,CARDENAL CARLOS MARÍA DE LA TORRE,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2367,159,152,PICHINCHA,QUITO,311
2023-2024 INICIO,17H00687,CARDENAL GONZALEZ ZUMARRAGA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,139,12,7,PICHINCHA,QUITO,19
2023-2024 INICIO,13H05419,CARLOS A GARCIA MORA,MANABI,13,JUNIN,1307,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1580,71,59,MANABI,JUNIN,130
2023-2024 INICIO,21H00308,CARLOS AZUERO AÑAZCO,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,238,6,3,SUCUMBIOS,LAGO AGRIO,9
2023-2024 INICIO,17B00215,CARLOS FREILE ZALDUMBIDE,PICHINCHA,17,PEDRO MONCAYO,1704,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,436,14,8,PICHINCHA,PEDRO MONCAYO,22
2023-2024 INICIO,13H03636,CARLOS JULIO AROSEMENA TOLA,MANABI,13,TOSAGUA,1315,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,652,63,57,MANABI,TOSAGUA,120
